Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980
ZAF,South Africa,ZA,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"7444,461849"
ZAF,South Africa,ZA,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"28496,44469"
ZAF,South Africa,ZA,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"22027,80053"
ZAF,South Africa,ZA,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"62,10632737"
ZAF,South Africa,ZA,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"14,29078373"
ZAF,South Africa,ZA,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"47,81554364"
ZAF,South Africa,ZA,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"29,85841272"
ZAF,South Africa,ZA,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"20,61602967"
ZAF,South Africa,ZA,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"9,242383052"
ZAF,South Africa,ZA,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"35,37865634"
ZAF,South Africa,ZA,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"27,34776192"
ZAF,South Africa,ZA,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-1097,008218"
ZAF,South Africa,ZA,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"16482,40883"
ZAF,South Africa,ZA,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"17579,41705"
ZAF,South Africa,ZA,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-1,361948031"
ZAF,South Africa,ZA,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"20,46309581"
ZAF,South Africa,ZA,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"21,82504384"
ZAF,South Africa,ZA,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"3287,108372"
ZAF,South Africa,ZA,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"4,080981986"
ZAF,South Africa,ZA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SSD,South Sudan,SS,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SSD,South Sudan,SS,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SSD,South Sudan,SS,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,0
SSD,South Sudan,SS,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,0
SSD,South Sudan,SS,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,0
SSD,South Sudan,SS,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,0
SSD,South Sudan,SS,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,0
SSD,South Sudan,SS,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,0
SSD,South Sudan,SS,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
SDN,Sudan,SD,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
SDN,Sudan,SD,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
SDN,Sudan,SD,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"2845,495024"
SDN,Sudan,SD,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"9901,999684"
SDN,Sudan,SD,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"7457,454237"
SDN,Sudan,SD,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"1216,218546"
SDN,Sudan,SD,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"6241,23569"
SDN,Sudan,SD,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"1116,831206"
SDN,Sudan,SD,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,0
SDN,Sudan,SD,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,0
SDN,Sudan,SD,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"805,9904899"
SDN,Sudan,SD,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1763,104197"
SDN,Sudan,SD,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"75,31260831"
SDN,Sudan,SD,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"12,28255489"
SDN,Sudan,SD,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"63,03005342"
SDN,Sudan,SD,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"11,27884509"
SDN,Sudan,SD,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,0
SDN,Sudan,SD,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,0
SDN,Sudan,SD,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"8,139673961"
SDN,Sudan,SD,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"17,80553679"
SDN,Sudan,SD,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-883,7109672"
SDN,Sudan,SD,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1306,259017"
SDN,Sudan,SD,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"2189,969984"
SDN,Sudan,SD,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-8,924570748"
SDN,Sudan,SD,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"13,19187092"
SDN,Sudan,SD,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"22,11644167"
SDN,Sudan,SD,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-1581,598643"
SDN,Sudan,SD,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-15,97251761"
SDN,Sudan,SD,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
TZA,Tanzania,TZ,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
TZA,Tanzania,TZ,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
TZA,Tanzania,TZ,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"5522,358679"
TZA,Tanzania,TZ,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"6255,7837"
TZA,Tanzania,TZ,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"4091,064676"
TZA,Tanzania,TZ,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"817,4130717"
TZA,Tanzania,TZ,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"3273,651605"
TZA,Tanzania,TZ,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"2110,624047"
TZA,Tanzania,TZ,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"1293,085376"
TZA,Tanzania,TZ,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"817,5386719"
TZA,Tanzania,TZ,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"646,1440506"
TZA,Tanzania,TZ,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1266,419744"
TZA,Tanzania,TZ,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"65,39651741"
TZA,Tanzania,TZ,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"13,0665175"
TZA,Tanzania,TZ,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"52,32999991"
TZA,Tanzania,TZ,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"33,73876318"
TZA,Tanzania,TZ,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"20,67023794"
TZA,Tanzania,TZ,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"13,06852524"
TZA,Tanzania,TZ,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"10,32874667"
TZA,Tanzania,TZ,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"20,24398229"
TZA,Tanzania,TZ,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-316,7847239"
TZA,Tanzania,TZ,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1313,239697"
TZA,Tanzania,TZ,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"1630,024421"
TZA,Tanzania,TZ,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-5,063869518"
TZA,Tanzania,TZ,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"20,99240894"
TZA,Tanzania,TZ,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"26,05627846"
TZA,Tanzania,TZ,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-427,8366353"
TZA,Tanzania,TZ,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-6,839057356"
TZA,Tanzania,TZ,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
TGO,Togo,TG,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
TGO,Togo,TG,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
TGO,Togo,TG,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"995,5060875"
TGO,Togo,TG,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"1044,6792"
TGO,Togo,TG,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"873,2489184"
TGO,Togo,TG,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"254,1650975"
TGO,Togo,TG,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"619,083821"
TGO,Togo,TG,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"323,2675526"
TGO,Togo,TG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"93,78914873"
TGO,Togo,TG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"229,4784039"
TGO,Togo,TG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"580,2726119"
TGO,Togo,TG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"640,38242"
TGO,Togo,TG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"83,59015081"
TGO,Togo,TG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"24,32948771"
TGO,Togo,TG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"59,2606631"
TGO,Togo,TG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"30,94419346"
TGO,Togo,TG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"8,977794213"
TGO,Togo,TG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"21,96639925"
TGO,Togo,TG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"55,54553131"
TGO,Togo,TG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"61,29943242"
TGO,Togo,TG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-61,88972201"
TGO,Togo,TG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"359,2200648"
TGO,Togo,TG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"421,1097868"
TGO,Togo,TG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-5,924280108"
TGO,Togo,TG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"34,38568175"
TGO,Togo,TG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"40,30996185"
TGO,Togo,TG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-51,62987902"
TGO,Togo,TG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-4,942175458"
TGO,Togo,TG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
TUN,Tunisia,TN,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
TUN,Tunisia,TN,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
TUN,Tunisia,TN,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"8642,327201"
TUN,Tunisia,TN,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"9597,489182"
TUN,Tunisia,TN,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"6644,754079"
TUN,Tunisia,TN,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"1264,776683"
TUN,Tunisia,TN,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"5379,977397"
TUN,Tunisia,TN,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"2566,765763"
TUN,Tunisia,TN,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"2290,147328"
TUN,Tunisia,TN,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"276,6184355"
TUN,Tunisia,TN,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"3575,484811"
TUN,Tunisia,TN,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"4043,972527"
TUN,Tunisia,TN,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"69,23429611"
TUN,Tunisia,TN,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"13,17820379"
TUN,Tunisia,TN,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"56,05609232"
TUN,Tunisia,TN,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"26,74413812"
TUN,Tunisia,TN,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"23,86194227"
TUN,Tunisia,TN,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"2,882195856"
TUN,Tunisia,TN,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"37,25437709"
TUN,Tunisia,TN,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"42,13573415"
TUN,Tunisia,TN,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-318,8174078"
TUN,Tunisia,TN,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"2668,451318"
TUN,Tunisia,TN,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"2987,268726"
TUN,Tunisia,TN,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,321883482"
TUN,Tunisia,TN,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"27,80363976"
TUN,Tunisia,TN,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"31,12552324"
TUN,Tunisia,TN,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-362,0425585"
TUN,Tunisia,TN,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-3,772263262"
TUN,Tunisia,TN,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
UGA,Uganda,UG,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
UGA,Uganda,UG,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
UGA,Uganda,UG,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"2336,310098"
UGA,Uganda,UG,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"4940,629856"
UGA,Uganda,UG,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1250,01"
UGA,Uganda,UG,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"235,3126451"
UGA,Uganda,UG,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"1014,697355"
UGA,Uganda,UG,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"76,6"
UGA,Uganda,UG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"51,26791808"
UGA,Uganda,UG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"25,33208192"
UGA,Uganda,UG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,242
UGA,Uganda,UG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,324
UGA,Uganda,UG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"25,30062029"
UGA,Uganda,UG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"4,762806605"
UGA,Uganda,UG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"20,53781369"
UGA,Uganda,UG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"1,550409608"
UGA,Uganda,UG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"1,037679801"
UGA,Uganda,UG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"0,5127298069"
UGA,Uganda,UG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"4,898160903"
UGA,Uganda,UG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"6,557868317"
UGA,Uganda,UG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-230,2666372"
UGA,Uganda,UG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"314,722028"
UGA,Uganda,UG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"544,9886652"
UGA,Uganda,UG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-4,660673718"
UGA,Uganda,UG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"6,370079061"
UGA,Uganda,UG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"11,03075278"
UGA,Uganda,UG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-140,217119"
UGA,Uganda,UG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-2,838041364"
UGA,Uganda,UG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
ZMB,Zambia,ZM,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
ZMB,Zambia,ZM,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
ZMB,Zambia,ZM,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"3003,75363"
ZMB,Zambia,ZM,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"3904,817619"
ZMB,Zambia,ZM,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"3136,304879"
ZMB,Zambia,ZM,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"991,0393106"
ZMB,Zambia,ZM,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"2145,265568"
ZMB,Zambia,ZM,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"904,437447"
ZMB,Zambia,ZM,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"609,6834746"
ZMB,Zambia,ZM,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"294,7539724"
ZMB,Zambia,ZM,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"1607,776159"
ZMB,Zambia,ZM,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1763,989111"
ZMB,Zambia,ZM,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"80,318857"
ZMB,Zambia,ZM,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"25,3799129"
ZMB,Zambia,ZM,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"54,93894409"
ZMB,Zambia,ZM,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"23,16209194"
ZMB,Zambia,ZM,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"15,6136223"
ZMB,Zambia,ZM,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"7,548469638"
ZMB,Zambia,ZM,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"41,17416781"
ZMB,Zambia,ZM,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"45,17468633"
ZMB,Zambia,ZM,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-723,2323755"
ZMB,Zambia,ZM,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1007,682536"
ZMB,Zambia,ZM,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"1730,914912"
ZMB,Zambia,ZM,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-18,52154047"
ZMB,Zambia,ZM,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"25,80613577"
ZMB,Zambia,ZM,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"44,32767624"
ZMB,Zambia,ZM,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-588,2807932"
ZMB,Zambia,ZM,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-15,06551267"
ZMB,Zambia,ZM,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
ZWE,Zimbabwe,ZW,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
ZWE,Zimbabwe,ZW,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
ZWE,Zimbabwe,ZW,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"6065,002233"
ZWE,Zimbabwe,ZW,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,0
ZWE,Zimbabwe,ZW,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"4493,001406"
ZWE,Zimbabwe,ZW,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"1050,332166"
ZWE,Zimbabwe,ZW,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"3442,66924"
ZWE,Zimbabwe,ZW,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"1005,340094"
ZWE,Zimbabwe,ZW,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"229,6147127"
ZWE,Zimbabwe,ZW,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"775,7253808"
ZWE,Zimbabwe,ZW,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"1618,163144"
ZWE,Zimbabwe,ZW,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1777,962573"
ZWE,Zimbabwe,ZW,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,0
ZWE,Zimbabwe,ZW,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,0
